DATETIME, L_T1 , L_T2 , L_T3 , L_T4 , L_T5 , L_T6 , L_T7 , F_PU1 , S_PU1 , F_PU2 , S_PU2 , F_PU3 , S_PU3 , F_PU4 , S_PU4 , F_PU5 , S_PU5 , F_PU6 , S_PU6 , F_PU7 , S_PU7 , F_PU8 , S_PU8 , F_PU9 , S_PU9 , F_PU10 , S_PU10 , F_PU11 , S_PU11 , F_V2 , S_V2 , P_J280 , P_J269 , P_J300 , P_J256 , P_J289 , P_J415 , P_J302 , P_J306 , P_J307 , P_J317 , P_J14 , P_J422 , ATT_FLAG 
04/04/16 09,2.288199902,5.332358837,5.212872028,4.193823814,2.508634329,5.003305912,3.508054018,95.9942627,1,96.01308441,1,0,0,0,0,0,0,0,0,0,0,36.21529007,1,0,0,28.54208183,1,0,0,53.98552704,1,2.975492239,35.1239357,32.4095993,66.93991852,32.4095993,71.71258545,20.99009132,80.81891632,20.89297485,75.41906738,34.62199402,33.72199631,-999
04/04/16 10,2.439002991,5.616671562,4.641363144,4.193805218,2.66941309,5.46800375,4.984909534,93.25917816,1,93.27720642,1,0,0,0,0,0,0,0,0,0,0,37.56561279,1,0,0,0,0,0,0,0,0,2.976769924,36.58124924,30.61667061,74.34759521,30.61667061,69.41226959,27.87382126,85.17470551,27.87382126,52.5236702,39.81954956,31.80667114,-999
04/04/16 11,2.737323284,5.616672993,4.350720882,3.444340944,3.185423374,4.911813736,2.29604435,94.47007751,1,94.48845673,1,0,0,0,0,0,0,0,0,0,0,35.67461777,1,0,0,31.58076859,1,0,0,0,0,2.97620821,35.93791199,30.61667252,66.07777405,30.61667252,68.11766815,20.93954849,81.74079132,20.82242203,65.55852509,38.95178604,31.80667305,-999
04/04/16 12,2.873441219,5.487639427,3.779212475,3.014194489,3.429706812,4.825397491,1.634545326,92.5205307,1,92.53833771,1,0,0,0,0,0,0,0,0,45.34186554,1,34.23078156,1,0,0,31.58017349,1,0,0,0,0,2.977109432,36.97222519,28.82940674,72.81170654,28.7956028,94.56820679,22.3217659,85.60842896,22.20463943,66.9384613,40.08320236,30.17392921,-999
04/04/16 13,3.147004843,5.009328842,3.456924438,4.500373363,3.91288352,5.003623486,1.788735747,85.00579834,1,85.021492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5955658,1,0,0,0,0,2.980433226,40.88550186,30.00932884,75.73845673,30.00932884,72.00037384,32.88876724,60.04298019,32.76456833,73.91182709,45.03987885,31.19932938,-999
04/04/16 14,3.746341228,5.009330273,3.337146282,4.500357628,2.81784296,5.471822739,3.191037655,90.98407745,1,91.00144958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.48923874,1,0,0,0,0,2.977808475,37.78191376,30.00933075,75.70633698,30.00933075,72.00035858,30.2856636,63.93308258,30.16221428,71.69255066,41.54365921,31.19933128,-999
04/04/16 15,4.093937397,5.009331703,3.226856709,4.500339508,2.468114376,5.5,4.366390228,92.97356415,1,92.99150848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.41574097,1,0,0,0,0,2.976901531,36.7325592,30.00933266,69.38101196,30.00933266,71.21501923,30.27593994,59.86224365,30.18580055,87.98991394,40.52935791,31.19933128,-999
04/04/16 16,4.418849945,4.82286787,3.218762875,4.078977585,1.512503505,5.493527412,4.990864277,84.40491486,1,84.42044067,1,0,0,32.31889725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.980688572,41.19324493,28.84536552,95.33872223,28.93709946,68.69949341,36.85181046,57.64260483,36.85181046,60.70035553,46.06454849,30.2096386,-999
04/04/16 17,4.64967823,4.481317043,3.884151697,3.229141712,1.533044696,5.241271496,3.815465927,112.3430481,1,0,0,0,0,37.6774826,1,0,0,0,0,0,0,39.19200516,1,0,0,0,0,0,0,0,0,2.990917444,26.13420868,28.18261719,85.48989105,28.30449295,68.58809662,28.3784523,82.56221771,28.3784523,52.07558441,38.77608871,29.60415649,-999
04/04/16 18,4.590164661,3.844004154,4.208051682,3.290270567,1.690073371,4.819882393,1.741754413,112.1671219,1,0,0,0,0,35.86937714,1,0,0,0,0,45.92800903,1,37.03634262,1,0,0,31.94986534,1,0,0,0,0,2.99094367,26.23378372,23.787323,84.37521362,23.8639698,88.64718628,22.05498123,80.40522003,21.93530273,65.38182068,38.70994568,25.54942894,-999
04/04/16 19,4.491621494,2.980013371,4.504862309,4.188601017,1.794976234,4.727618694,1.119462729,114.9967957,1,0,0,0,0,35.50738144,1,0,0,0,0,42.59659576,1,35.01145172,1,0,0,31.8034668,1,0,0,0,0,2.990516186,24.62545586,23.33098412,84.55342102,23.4100666,93.55125427,21.08159447,83.03992462,20.96292877,64.92173767,37.35647202,25.05322266,-999
04/04/16 20,4.150670528,2.480997562,4.824183464,4.54850626,2.353678703,5.032932758,1.356543064,116.0336456,1,0,0,0,0,30.80254936,1,0,0,0,0,0,0,34.34945679,1,0,0,25.25582695,1,25.21735954,1,0,0,2.990357161,24.03256416,26.58673286,95.38774872,26.6706543,66.49993896,15.23969364,78.41805267,14.96055984,78.54058075,36.61428833,27.93616676,-999
04/04/16 21,3.812982082,2.237507105,5.272339344,3.33749485,2.371389151,5.475901127,2.005492926,114.6935806,1,0,0,0,0,0,0,0,0,0,0,0,0,34.61544037,1,0,0,25.19470215,1,25.1562767,1,0,0,2.990562439,24.79848099,27.23750687,70.41215515,27.23750687,53.12970352,15.9595232,78.68639374,15.68163967,79.41545868,37.21443558,28.4275074,-999
04/04/16 22,3.595600128,1.839716077,4.802932739,2.339174509,2.409631252,5.5,3.002718925,114.003479,1,0,0,0,0,0,0,0,0,0,0,49.97446823,1,36.53172302,1,0,0,30.69103813,1,0,0,0,0,2.990667343,25.19166183,24.85412407,74.32715607,24.81364441,82.20329285,21.34047699,80.60697937,21.22938347,68.97388458,37.58918381,26.22915077,-999
04/04/16 23,3.476074934,1.244634509,4.503461361,1.969623923,2.498251915,5.5,3.120434761,116.2950974,1,0,0,0,0,0,0,0,0,34.65805435,1,34.63458633,1,35.86510468,1,0,0,27.99168587,1,0,0,0,0,2.990316868,23.88275909,22.60747719,75.26802063,22.53332901,102.9938202,20.94459152,81.39585876,20.850914,77.00121307,36.48709106,24.13640594,-999
05/04/16 00,3.218276501,0.512984276,4.269595623,2.940492392,2.76619935,5.5,4.577503204,116.5674133,1,0,0,0,0,0,0,0,0,32.94586563,1,32.92270279,1,36.38028717,1,0,0,25.3065567,1,0,0,0,0,2.990274906,23.72660637,22.20196724,76.89492035,22.13446808,104.3881531,21.28866386,80.80992126,21.21095085,84.66797638,36.30418777,23.7005043,-999
05/04/16 01,2.731424093,0.722334206,4.192320347,3.894772768,2.874064922,5.448310852,4.870435238,117.7872009,1,0,0,0,0,0,0,0,0,0,0,49.3298645,1,37.77170563,1,0,0,0,0,0,0,86.53781128,1,2.990085602,23.0255394,26.58437729,76.98284149,26.54486084,85.17919159,25.4458065,82.36008453,25.4458065,59.26660919,29.14831543,28.24831581,-999
05/04/16 02,2.41369772,1.104403853,4.145294189,3.956407785,3.002420187,5.127398014,3.362407446,120.7491379,1,0,0,0,0,0,0,0,0,0,0,47.57019043,1,37.17485046,1,0,0,0,0,0,0,73.52139282,1,2.989618778,21.31240082,26.47052193,70.38457489,26.43357468,88.33574677,23.83405304,81.86128998,23.83405304,60.99778366,28.94627762,28.046278,-999
05/04/16 03,1.990810752,1.446416736,3.713056326,4.301728249,3.112424374,4.932216644,2.881335497,116.1925201,1,0,0,0,0,0,0,0,0,0,0,0,0,36.22613144,1,0,0,0,0,0,0,68.22864532,1,2.990332603,23.94154739,29.65148163,73.62543488,29.65148163,71.80172729,26.378582,86.13307953,26.378582,56.71258163,31.93033409,31.03033447,-999
05/04/16 04,1.81360817,2.13438344,3.432698727,4.301711559,3.742210865,5.001512051,2.658126831,115.9257126,1,0,0,0,0,0,0,0,0,0,0,0,0,34.25379944,1,0,0,31.37192345,1,0,0,64.3088913,1,2.990373611,24.09436989,30.00680923,65.159729,30.00680923,67.83152008,20.59784889,83.84500122,20.48214912,65.93185425,32.26606369,31.36606216,-999
05/04/16 05,1.759811521,2.746890306,3.086282492,3.290932655,3.703556299,4.986449718,2.104318142,115.9440994,1,0,0,0,0,38.08997345,1,0,0,0,0,0,0,0,0,0,0,31.37359619,1,0,0,76.01127625,1,2.990370989,24.08384323,28.5906353,85.12342834,28.71499252,58.91690063,26.97772598,59.83364868,26.86202049,72.31098938,31.14756393,30.24756432,-999
05/04/16 06,1.698240519,2.776298046,3.431824207,2.89415741,2.608515263,5.409172535,3.308878899,116.4239273,1,0,0,0,0,37.44356537,1,0,0,0,0,50.66600037,1,0,0,0,0,29.82392883,1,0,0,83.11575317,1,2.990297079,23.80890274,27.10168076,84.84381866,27.18063545,83.2062912,26.98256683,60.7311821,26.87721825,77.44258881,30.11320305,29.21320343,-999
05/04/16 07,1.666985989,2.728233576,3.769340754,2.345324039,1.7417624,5.474611282,4.834710121,115.2988052,1,0,0,0,0,31.11777687,1,0,0,0,0,50.92447662,1,0,0,0,0,0,0,0,0,87.44793701,1,2.990469933,24.45295334,27.20859718,95.54039001,27.25220108,82.7603302,29.43255997,63.40237808,29.43255997,55.00372314,30.14655876,29.24655724,-999
05/04/16 08,1.793949485,2.724604845,4.431955814,2.023806334,1.593697667,4.992744446,2.535013676,117.2184601,1,0,0,0,0,29.12865067,1,0,0,38.42671204,1,38.40260696,1,0,0,0,0,0,0,0,0,84.48834991,1,2.990174055,23.35274506,26.52812004,97.72899628,26.51402092,102.5119247,29.07193947,57.72379303,29.07193947,58.71165466,29.71858788,28.81858826,-999
05/04/16 09,1.476193786,2.420972586,5.134182453,2.346489906,1.372029662,5.260135174,3.123161077,122.5683365,1,0,0,0,0,35.9068985,1,0,0,37.89339066,1,37.86937332,1,33.84778595,1,0,0,28.77045822,1,0,0,67.44602203,1,2.989327431,20.25273132,25.05482483,85.67953491,25.07858276,101.752861,17.36512184,81.28535461,17.2665596,71.103302,28.26093674,27.36093712,-999
05/04/16 10,1.004149079,2.062026501,5.127707481,2.64996624,1.948947906,5.5,4.30056572,123.2787094,1,0,0,0,0,0,0,0,0,37.01673126,1,36.99285889,1,32.68107986,1,0,0,30.10096169,1,0,0,55.33851242,1,2.989212513,19.83738708,26.38837624,66.85474396,26.30461121,104.058136,16.81450844,82.63243866,16.70734406,66.38722229,28.98941612,28.0894146,-999
05/04/16 11,0.717886746,2.032673836,4.556199074,3.331474543,2.706041813,5.432260036,3.514164209,100.0220795,1,100.0420914,1,0,0,0,0,0,0,32.7281456,1,32.70502472,1,31.89671135,1,0,0,30.24711418,1,0,0,77.05350494,1,2.973553896,32.95070648,26.84868622,66.28322601,26.78200531,109.2499466,19.12097168,86.1721344,19.01283646,68.21437073,29.48005295,28.58005333,-999
05/04/16 12,0.55461973,2.293181419,3.984690189,4.363818169,3.737146378,5.5,3.856728315,99.73530579,1,99.75523376,1,0,0,0,0,0,0,0,0,49.88671494,1,33.44462967,1,0,0,30.67749596,1,0,0,73.19950867,1,2.973694086,33.10648727,27.54739761,65.71173096,27.50704956,85.06811523,18.71546364,83.30247498,18.60446548,66.39672852,30.03694344,29.13694382,-999
05/04/16 13,0.480501324,2.542064905,3.413181782,4.18556118,3.770084858,5.445556164,3.145600796,94.37997437,1,94.39833069,1,0,0,0,0,0,0,0,0,49.93466949,1,0,0,0,0,31.28252983,1,0,0,89.83642578,1,2.976250172,35.98588562,28.54407501,65.71264648,28.50365448,85.97089386,27.30851936,63.99627686,27.19342995,72.95022583,31.1331749,30.23317528,-999
05/04/16 14,0.796735942,2.88086319,3.091313601,4.285559177,3.221961975,5.5,4.669428349,95.47525024,1,95.49391937,1,0,0,35.44433975,1,0,0,0,0,49.59316254,1,0,0,0,0,32.14757156,1,0,0,91.33233643,1,2.975737095,35.4016304,27.31549072,88.64894104,27.38441658,85.51346588,26.83347893,64.28780365,26.71252251,69.5447998,30.33364677,29.43364716,-999
05/04/16 15,1.030554891,2.95117712,3.576930523,4.300664902,2.858829975,5.5,4.419256687,96.00352478,1,96.0223465,1,0,0,37.20486832,1,0,0,0,0,50.19501877,1,0,0,0,0,32.51966476,1,0,0,89.28704834,1,2.975487947,35.11896515,27.31526375,85.49885559,27.39351273,84.35153198,26.66603279,64.34234619,26.54237175,67.96327209,30.35610962,29.45611,-999
05/04/16 16,1.2180897,2.973901272,3.935265064,3.736189365,2.628291845,5.5,3.828958511,96.56838226,1,96.58737183,1,0,0,37.33987808,1,0,0,0,0,50.44429398,1,0,0,0,0,32.66748428,1,0,0,87.11869812,1,2.975220203,34.81611252,27.32818985,85.26209259,27.40686417,83.8730545,26.50688171,62.71654892,26.38217735,67.26932526,30.36026001,29.46025848,-999
05/04/16 17,1.356998444,2.969613314,4.270497322,3.179368258,2.054731846,5.498493671,3.205178976,97.0308609,1,97.04998779,1,0,0,34.1245575,1,0,0,0,0,47.18642807,1,0,0,0,0,32.75799942,1,0,0,85.35557556,1,2.974999905,34.56768417,27.42948723,91.00790405,27.49454308,90.08513641,26.3868618,59.17538452,26.26151657,66.82013702,30.36264229,29.46264076,-999
05/04/16 18,1.388840318,3.00666976,4.795826912,4.170408249,1.578453898,5.437383175,2.546139479,95.00737,1,95.02590179,1,0,0,35.11415863,1,0,0,0,0,50.18119431,1,36.54265213,1,0,0,30.37751389,1,0,0,91.69097137,1,2.975956917,35.6515007,27.44166374,89.34500885,27.50784111,84.49390411,20.541399,79.78691864,20.43239784,69.2088623,30.46309853,29.56309891,-999
05/04/16 19,1.514613271,3.076263428,5.253395081,3.770442724,1.670579314,5.5,3.388688564,97.28225708,1,97.30146027,1,0,0,34.58071899,1,0,0,0,0,47.02195358,1,35.07522583,1,0,0,31.0416069,1,0,0,83.26496887,1,2.974879742,34.43246078,27.5167408,90.32987213,27.58455658,90.46707916,19.86138535,81.70666504,19.74793625,66.32381439,30.44261932,29.5426178,-999
05/04/16 20,1.488914371,3.407124281,5.100329399,4.360861778,2.151560068,5.415307045,2.679588079,98.82618713,1,98.84584808,1,0,0,0,0,0,0,0,0,0,0,32.93319321,1,0,0,30.19303894,1,0,0,55.3184967,1,2.974136353,33.5992775,30.5804615,77.01316071,30.5804615,56.45124435,19.77194595,85.18667603,19.6641674,69.04122925,32.79851913,31.89852142,-999
05/04/16 21,1.350399733,3.880311251,4.946149826,2.691959143,3.079464436,5.5,3.446737766,94.22685242,1,94.24515533,1,0,0,0,0,0,0,0,0,49.67615891,1,34.11343384,1,0,0,31.34583092,1,0,0,82.78945923,1,2.976321459,36.06737137,29.53750992,66.67318726,29.49747849,87.46643829,21.21886635,84.70145416,21.10334396,66.64227295,32.08070755,31.18070793,-999
05/04/16 22,1.53938663,4.228690624,4.374640942,3.29399395,3.799039602,5.489609241,2.888955116,99.16689301,1,99.18665314,1,0,0,0,0,0,0,0,0,51.13895416,1,35.14149094,1,0,0,28.92815399,1,0,0,64.67826843,1,2.973971128,33.41478729,29.1959362,69.89255524,29.15369415,84.2293396,19.40332985,81.12611389,19.30377007,72.66497803,31.65008545,30.75008392,-999
05/04/16 23,1.371781826,4.366294861,3.917725086,2.963178158,3.932741642,5.5,4.614496231,97.85152435,1,97.87089539,1,0,0,0,0,0,0,0,0,50.90148163,1,35.46751404,1,0,0,28.94878387,1,0,0,68.22320557,1,2.974606991,34.12580109,29.42778397,70.59185028,29.38590431,84.94160461,19.91305923,81.06819916,19.81337738,73.11909485,31.89802551,30.99802589,-999
06/04/16 00,1.392325759,4.557528973,3.50096035,3.001330137,3.822369337,5.344574451,4.225057602,94.61862183,1,94.63704681,1,0,0,0,0,0,0,0,0,51.51806641,1,0,0,0,0,0,0,0,0,81.35965729,1,2.97613883,35.85881424,30.05457687,72.41571808,30.01175308,84.31564331,30.39195633,61.68454361,30.39195633,62.04759216,32.6019516,31.70195007,-999
06/04/16 01,1.723289371,4.873206139,3.173411131,2.752128839,2.922986031,5.209681034,3.89364481,96.30560303,1,96.3245163,1,0,0,0,0,0,0,0,0,50.48904419,1,0,0,0,0,0,0,0,0,73.39111328,1,2.975344896,34.95708466,30.10907936,74.71864319,30.06782532,86.44536591,29.93566322,59.05308151,29.93566322,61.68833923,32.60381699,31.70381546,-999
06/04/16 02,1.946623802,5.098878384,3.032965422,3.142127514,1.827945352,5.057631493,3.539143085,96.70133209,1,96.7203598,1,0,0,37.46268463,1,0,0,0,0,48.86296463,1,0,0,0,0,0,0,0,0,74.60881042,1,2.975157022,34.74474335,29.34641266,87.05312347,29.42817688,88.94800568,29.90661812,57.95804214,29.90661812,55.65013885,32.28905869,31.38905716,-999
06/04/16 03,2.007526159,4.95908165,3.459731579,3.918237925,1.389904141,4.76484251,2.044059277,98.71627808,1,98.73590851,1,0,0,36.69212341,1,0,0,0,0,46.05748367,1,33.83068085,1,0,0,30.80161095,1,0,0,65.41424561,1,2.974189758,33.65874481,29.11880684,88.23690796,29.20004463,93.76181793,19.67627144,83.62784576,19.56443596,66.94054413,31.97034836,31.07034683,-999
06/04/16 04,1.831053853,4.990421772,3.919229269,4.46066761,2.185379028,4.941613674,2.171143293,98.5324707,1,98.5520401,1,0,0,30.72608757,1,0,0,0,0,0,0,32.57965469,1,0,0,28.64607239,1,0,0,58.09618759,1,2.974278688,33.75814438,30.42215157,99.33614349,30.50568771,71.96067047,20.54449463,86.51844025,20.44672012,74.65888214,32.8110733,31.91107368,-999
06/04/16 05,1.696013808,5.271696568,4.664524555,4.460648537,3.237470627,5.456124783,3.906835556,97.6496582,1,97.6689682,1,0,0,31.1005764,1,0,0,0,0,0,0,33.4952774,1,0,0,28.17645073,1,0,0,59.01042175,1,2.974703789,34.23461914,30.72156715,99.07907104,30.80699921,54.24441528,20.79492569,85.28984833,20.70009995,76.30952454,33.11820602,32.2182045,-999
06/04/16 06,1.708717346,5.447695732,5.296288013,2.779552221,3.976341963,5.499997616,4.999968052,98.05404663,1,98.07347107,1,0,0,0,0,0,0,0,0,51.74729538,1,0,0,0,0,0,0,0,0,62.66441345,1,2.974509478,34.01655197,30.35795212,72.52619934,30.31477547,84.14746094,29.36753082,64.72705841,29.36753082,59.74330902,32.80664444,31.90664291,-999
06/04/16 07,1.969438553,5.203172684,4.900043488,2.485719204,3.535975695,5.190496922,3.538744688,88.98882294,1,89.00562286,1,0,0,0,0,0,0,0,0,47.49119568,1,0,0,0,0,0,0,0,0,0,0,2.978701353,38.82610321,28.39644432,72.64081573,28.35961151,90.40463257,33.66365433,64.81710052,33.66365433,55.95604324,42.74260712,29.75480461,-999
06/04/16 08,2.481623173,4.701432705,4.523493767,3.556460142,3.234897614,5.063191414,2.577913523,94.71710205,1,94.73554993,1,0,0,0,0,0,0,0,0,46.14693451,1,0,0,0,0,32.27587128,1,0,0,0,0,2.976093292,35.8065567,27.98828888,66.2505188,27.95336533,92.36305237,28.00274277,65.03210449,27.88079262,70.17457581,39.03836441,29.33792877,-999
06/04/16 09,2.717009544,4.245082855,3.951985121,4.678879738,3.216968298,5.385786057,3.239707947,90.06200409,1,90.07910919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.77887917,1,0,0,0,0,2.978224039,38.26581192,29.24508286,74.32545471,29.24508286,71.58461761,30.40897369,61.67538834,30.29047775,74.33529663,41.86335754,30.43508339,-999
06/04/16 10,3.159341812,4.245084286,3.695888996,4.316347122,2.393885851,5.5,4.917902946,91.2146759,1,91.2321167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977704287,37.66070175,29.24508476,74.50418091,29.24508476,58.29970169,33.15655136,60.8498497,33.15655136,62.93185043,41.61574173,30.4350853,-999
06/04/16 11,3.595175982,4.069766998,3.464622021,2.916502476,1.570476294,5.448188305,4.988394737,85.10391235,1,85.11963654,1,0,0,0,0,0,0,0,0,48.52483749,1,0,0,0,0,0,0,0,0,0,0,2.980391502,40.83517838,27.1895256,67.52832031,27.15119553,87.30403137,36.18721771,58.25998688,36.18721771,61.97588348,45.47719955,28.55473518,-999
06/04/16 12,4.112377644,3.530087471,3.02368021,3.541723728,1.50661087,5.285060406,4.238260269,92.8949585,1,92.91287994,1,0,0,35.29460144,1,0,0,0,0,47.05343628,1,39.23974228,1,0,0,0,0,0,0,0,0,2.976937532,36.77417374,23.41484833,85.00682068,23.48662949,86.31272888,28.49891281,82.58888245,28.49891281,56.66245651,40.4719696,25.17943573,-999
06/04/16 13,4.321297646,2.659888506,3.393530846,4.058357716,1.6838938,4.867565155,2.318391323,93.7571106,1,93.77528381,1,0,0,33.97666931,1,0,0,0,0,48.00842667,1,36.92028046,1,0,0,31.50752258,1,0,0,0,0,2.976539612,36.31706238,22.59279633,86.41681671,22.65585518,83.7618103,21.71740723,80.27909851,21.60082626,66.62514496,39.87158966,24.34623337,-999
06/04/16 14,4.373753548,1.792457342,3.806582212,3.847121716,1.78569591,4.984799862,2.16861248,93.65260315,1,93.67074585,1,0,0,35.14210129,1,0,0,0,0,48.08674622,1,35.74725723,1,0,0,29.58778572,1,0,0,0,0,2.976588011,36.37255096,21.57844162,83.4336853,21.64787292,82.61031342,22.59259796,83.25815582,22.4887886,73.80071259,39.95950317,23.35145187,-999
06/04/16 15,4.440320015,0.911124229,4.085347652,3.206835747,2.357316494,5.467760086,3.720785856,92.53677368,1,92.55458832,1,0,0,27.46587181,1,0,0,0,0,45.45615768,1,34.55464935,1,0,0,31.13838196,1,0,0,0,0,2.977102041,36.96364212,21.8454628,95.27843475,21.87936592,87.46112823,23.03179932,85.76950836,22.91768837,69.16226959,40.54938889,23.47586441,-999
06/04/16 16,4.298042774,0.36729902,4.756511688,4.023826122,3.188656807,5.5,4.236479759,119.9464188,1,0,0,0,0,29.51781845,1,0,0,0,0,49.17508698,1,33.7471199,1,0,0,27.09107018,1,0,0,87.27880859,1,2.989746332,21.77818108,24.929739,95.58641052,24.96800613,83.89797974,19.75476837,83.83132172,19.66659546,78.38171387,27.82423782,26.9242382,-999
06/04/16 17,3.786973715,0.521131575,5.289150238,3.648086548,3.87587738,5.426453114,4.654338837,118.9353409,1,0,0,0,0,0,0,0,0,0,0,50.01041031,1,36.08496094,1,0,0,0,0,0,0,84.93785095,1,2.989905834,22.36327553,26.26327896,77.26976013,26.2227459,83.54230499,25.27292061,85.28009033,25.27292061,55.87570953,28.8218956,27.92189407,-999
06/04/16 18,3.433592319,0.928099036,5.140779495,3.08116293,3.535177469,4.975677967,2.525159359,114.1060791,1,0,0,0,0,0,0,0,0,0,0,50.66146851,1,0,0,0,0,0,0,0,0,97.74497986,1,2.990651608,25.13326263,27.35075378,66.86782074,27.30923843,83.34391785,30.84716415,64.25753784,30.84716415,60.86022949,29.99802971,29.09803009,-999
06/04/16 19,3.372246265,1.415810347,4.569271088,2.533352375,3.088424683,4.808049202,2.753286362,116.5417023,1,0,0,0,0,0,0,0,0,0,0,50.69814301,1,0,0,0,0,0,0,0,0,88.59279633,1,2.990278721,23.7413559,27.30438042,66.2963028,27.26280975,83.22432709,29.9311161,61.44721603,29.9311161,57.39886475,29.89073563,28.99073601,-999
06/04/16 20,3.029780865,1.760864139,3.997762442,2.189170122,2.252181053,4.990111828,2.917923927,116.3075714,1,0,0,0,0,0,0,0,0,0,0,50.07608795,1,0,0,0,0,31.35272598,1,0,0,86.06145477,1,2.99031496,23.87561226,27.55525208,65.72480774,27.51462173,84.70571136,27.20431328,59.2581749,27.08874321,72.60409546,30.12129974,29.22130013,-999
06/04/16 21,2.78688097,2.130641699,3.426253796,2.422015667,1.25199759,5.416417599,4.055316925,121.6547775,1,0,0,0,0,0,0,0,0,0,0,50.75510406,1,35.4840126,1,0,0,30.22294426,1,0,0,62.14138031,1,2.989474058,20.78557205,27.05657005,70.44567871,27.01491356,82.86262512,17.26942635,78.40187836,17.16145134,66.44148254,29.49582481,28.5958252,-999
06/04/16 22,2.259391785,2.200123787,3.022133827,2.054358959,1.305716872,5.386612892,3.390921831,122.1186371,1,0,0,0,0,0,0,0,0,32.1305275,1,32.10751724,1,35.36941528,1,0,0,30.0004425,1,0,0,59.56877899,1,2.989399672,20.51518822,26.88333321,75.36994934,26.81888962,109.8719559,17.01491165,78.3453598,16.9084053,66.90698242,29.41477394,28.51477432,-999
06/04/16 23,1.734020114,1.966282845,3.479294538,3.701372623,1.354107738,5.496694088,3.186115265,118.4565582,1,0,0,0,0,33.21950912,1,0,0,0,0,45.97469711,1,34.09127426,1,0,0,30.9715786,1,0,0,79.41016388,1,2.989980936,22.63972473,26.4357872,91.49803925,26.49762726,91.20100403,19.34149742,82.85973358,19.22851563,66.0357132,29.30649948,28.40649796,-999
